 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Ch,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
190,1,255,0,255,255,255,259.500,8.500,259.500,8.500,2.828,259,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,259,8,135.000,1.000,1.000,1.000,1.000
191,1,255,0,255,255,255,265.500,8.500,265.500,8.500,2.828,265,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,265,8,135.000,1.000,1.000,1.000,1.000
192,1,255,0,255,255,255,267.500,8.500,267.500,8.500,2.828,267,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,267,8,135.000,1.000,1.000,1.000,1.000
193,1,255,0,255,255,255,269.500,8.500,269.500,8.500,2.828,269,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,269,8,135.000,1.000,1.000,1.000,1.000
194,1,255,0,255,255,255,277.500,8.500,277.500,8.500,2.828,277,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,277,8,135.000,1.000,1.000,1.000,1.000
195,1,255,0,255,255,255,279.500,8.500,279.500,8.500,2.828,279,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,279,8,135.000,1.000,1.000,1.000,1.000
196,1,255,0,255,255,255,285.500,8.500,285.500,8.500,2.828,285,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,285,8,135.000,1.000,1.000,1.000,1.000
197,1,255,0,255,255,255,287.500,8.500,287.500,8.500,2.828,287,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,287,8,135.000,1.000,1.000,1.000,1.000
198,1,255,0,255,255,255,289.500,8.500,289.500,8.500,2.828,289,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,289,8,135.000,1.000,1.000,1.000,1.000
199,1,255,0,255,255,255,291.500,8.500,291.500,8.500,2.828,291,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,291,8,135.000,1.000,1.000,1.000,1.000
200,1,255,0,255,255,255,295.500,8.500,295.500,8.500,2.828,295,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,295,8,135.000,1.000,1.000,1.000,1.000
201,1,255,0,255,255,255,297.500,8.500,297.500,8.500,2.828,297,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,297,8,135.000,1.000,1.000,1.000,1.000
202,1,255,0,255,255,255,299.500,8.500,299.500,8.500,2.828,299,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,299,8,135.000,1.000,1.000,1.000,1.000
203,1,255,0,255,255,255,301.500,8.500,301.500,8.500,2.828,301,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,301,8,135.000,1.000,1.000,1.000,1.000
204,1,255,0,255,255,255,303.500,8.500,303.500,8.500,2.828,303,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,303,8,135.000,1.000,1.000,1.000,1.000
205,1,255,0,255,255,255,305.500,8.500,305.500,8.500,2.828,305,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,305,8,135.000,1.000,1.000,1.000,1.000
206,1,255,0,255,255,255,307.500,8.500,307.500,8.500,2.828,307,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,307,8,135.000,1.000,1.000,1.000,1.000
207,1,255,0,255,255,255,313.500,8.500,313.500,8.500,2.828,313,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,313,8,135.000,1.000,1.000,1.000,1.000
208,1,255,0,255,255,255,319.500,8.500,319.500,8.500,2.828,319,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,319,8,135.000,1.000,1.000,1.000,1.000
209,1,255,0,255,255,255,323.500,8.500,323.500,8.500,2.828,323,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,323,8,135.000,1.000,1.000,1.000,1.000
210,1,255,0,255,255,255,325.500,8.500,325.500,8.500,2.828,325,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,325,8,135.000,1.000,1.000,1.000,1.000
211,1,255,0,255,255,255,327.500,8.500,327.500,8.500,2.828,327,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,327,8,135.000,1.000,1.000,1.000,1.000
212,1,255,0,255,255,255,329.500,8.500,329.500,8.500,2.828,329,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,329,8,135.000,1.000,1.000,1.000,1.000
213,1,255,0,255,255,255,337.500,8.500,337.500,8.500,2.828,337,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,337,8,135.000,1.000,1.000,1.000,1.000
214,1,255,0,255,255,255,339.500,8.500,339.500,8.500,2.828,339,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,339,8,135.000,1.000,1.000,1.000,1.000
215,1,255,0,255,255,255,349.500,8.500,349.500,8.500,2.828,349,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,349,8,135.000,1.000,1.000,1.000,1.000
216,1,255,0,255,255,255,353.500,8.500,353.500,8.500,2.828,353,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,353,8,135.000,1.000,1.000,1.000,1.000
217,1,255,0,255,255,255,355.500,8.500,355.500,8.500,2.828,355,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,355,8,135.000,1.000,1.000,1.000,1.000
218,1,255,0,255,255,255,357.500,8.500,357.500,8.500,2.828,357,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,357,8,135.000,1.000,1.000,1.000,1.000
219,1,255,0,255,255,255,363.500,8.500,363.500,8.500,2.828,363,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,363,8,135.000,1.000,1.000,1.000,1.000
220,1,255,0,255,255,255,365.500,8.500,365.500,8.500,2.828,365,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,365,8,135.000,1.000,1.000,1.000,1.000
221,1,255,0,255,255,255,371.500,8.500,371.500,8.500,2.828,371,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,371,8,135.000,1.000,1.000,1.000,1.000
222,1,255,0,255,255,255,377.500,8.500,377.500,8.500,2.828,377,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,377,8,135.000,1.000,1.000,1.000,1.000
223,1,255,0,255,255,255,379.500,8.500,379.500,8.500,2.828,379,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,379,8,135.000,1.000,1.000,1.000,1.000
224,1,255,0,255,255,255,381.500,8.500,381.500,8.500,2.828,381,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,381,8,135.000,1.000,1.000,1.000,1.000
225,1,255,0,255,255,255,391.500,8.500,391.500,8.500,2.828,391,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,391,8,135.000,1.000,1.000,1.000,1.000
226,1,255,0,255,255,255,395.500,8.500,395.500,8.500,2.828,395,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,395,8,135.000,1.000,1.000,1.000,1.000
227,1,255,0,255,255,255,397.500,8.500,397.500,8.500,2.828,397,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,397,8,135.000,1.000,1.000,1.000,1.000
228,1,255,0,255,255,255,399.500,8.500,399.500,8.500,2.828,399,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,399,8,135.000,1.000,1.000,1.000,1.000
229,1,255,0,255,255,255,401.500,8.500,401.500,8.500,2.828,401,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,401,8,135.000,1.000,1.000,1.000,1.000
230,1,255,0,255,255,255,403.500,8.500,403.500,8.500,2.828,403,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,403,8,135.000,1.000,1.000,1.000,1.000
231,1,255,0,255,255,255,409.500,8.500,409.500,8.500,2.828,409,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,409,8,135.000,1.000,1.000,1.000,1.000
232,1,255,0,255,255,255,413.500,8.500,413.500,8.500,2.828,413,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,413,8,135.000,1.000,1.000,1.000,1.000
233,1,255,0,255,255,255,417.500,8.500,417.500,8.500,2.828,417,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,417,8,135.000,1.000,1.000,1.000,1.000
234,1,255,0,255,255,255,419.500,8.500,419.500,8.500,2.828,419,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,419,8,135.000,1.000,1.000,1.000,1.000
235,1,255,0,255,255,255,421.500,8.500,421.500,8.500,2.828,421,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,421,8,135.000,1.000,1.000,1.000,1.000
236,1,255,0,255,255,255,425.500,8.500,425.500,8.500,2.828,425,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,425,8,135.000,1.000,1.000,1.000,1.000
237,1,255,0,255,255,255,427.500,8.500,427.500,8.500,2.828,427,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,427,8,135.000,1.000,1.000,1.000,1.000
238,1,255,0,255,255,255,433.500,8.500,433.500,8.500,2.828,433,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,433,8,135.000,1.000,1.000,1.000,1.000
239,1,255,0,255,255,255,435.500,8.500,435.500,8.500,2.828,435,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,435,8,135.000,1.000,1.000,1.000,1.000
240,1,255,0,255,255,255,437.500,8.500,437.500,8.500,2.828,437,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,437,8,135.000,1.000,1.000,1.000,1.000
241,1,255,0,255,255,255,439.500,8.500,439.500,8.500,2.828,439,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,439,8,135.000,1.000,1.000,1.000,1.000
242,1,255,0,255,255,255,441.500,8.500,441.500,8.500,2.828,441,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,441,8,135.000,1.000,1.000,1.000,1.000
243,1,255,0,255,255,255,449.500,8.500,449.500,8.500,2.828,449,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,449,8,135.000,1.000,1.000,1.000,1.000
244,1,255,0,255,255,255,451.500,8.500,451.500,8.500,2.828,451,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,451,8,135.000,1.000,1.000,1.000,1.000
245,1,255,0,255,255,255,453.500,8.500,453.500,8.500,2.828,453,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,453,8,135.000,1.000,1.000,1.000,1.000
246,1,255,0,255,255,255,471.500,8.500,471.500,8.500,2.828,471,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,471,8,135.000,1.000,1.000,1.000,1.000
247,1,255,0,255,255,255,475.500,8.500,475.500,8.500,2.828,475,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,475,8,135.000,1.000,1.000,1.000,1.000
248,1,255,0,255,255,255,481.500,8.500,481.500,8.500,2.828,481,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,481,8,135.000,1.000,1.000,1.000,1.000
249,1,255,0,255,255,255,483.500,8.500,483.500,8.500,2.828,483,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,483,8,135.000,1.000,1.000,1.000,1.000
250,1,255,0,255,255,255,485.500,8.500,485.500,8.500,2.828,485,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,485,8,135.000,1.000,1.000,1.000,1.000
251,1,255,0,255,255,255,491.500,8.500,491.500,8.500,2.828,491,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,491,8,135.000,1.000,1.000,1.000,1.000
252,1,255,0,255,255,255,493.500,8.500,493.500,8.500,2.828,493,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,493,8,135.000,1.000,1.000,1.000,1.000
253,1,255,0,255,255,255,497.500,8.500,497.500,8.500,2.828,497,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,497,8,135.000,1.000,1.000,1.000,1.000
254,1,255,0,255,255,255,499.500,8.500,499.500,8.500,2.828,499,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,499,8,135.000,1.000,1.000,1.000,1.000
255,1,255,0,255,255,255,501.500,8.500,501.500,8.500,2.828,501,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,501,8,135.000,1.000,1.000,1.000,1.000
256,1,255,0,255,255,255,505.500,8.500,505.500,8.500,2.828,505,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,505,8,135.000,1.000,1.000,1.000,1.000
257,1,255,0,255,255,255,507.500,8.500,507.500,8.500,2.828,507,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,507,8,135.000,1.000,1.000,1.000,1.000
258,1,255,0,255,255,255,509.500,8.500,509.500,8.500,2.828,509,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,509,8,135.000,1.000,1.000,1.000,1.000
259,1,255,0,255,255,255,515.500,8.500,515.500,8.500,2.828,515,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,515,8,135.000,1.000,1.000,1.000,1.000
260,1,255,0,255,255,255,517.500,8.500,517.500,8.500,2.828,517,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,517,8,135.000,1.000,1.000,1.000,1.000
261,1,255,0,255,255,255,519.500,8.500,519.500,8.500,2.828,519,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,519,8,135.000,1.000,1.000,1.000,1.000
262,1,255,0,255,255,255,521.500,8.500,521.500,8.500,2.828,521,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,521,8,135.000,1.000,1.000,1.000,1.000
263,1,255,0,255,255,255,529.500,8.500,529.500,8.500,2.828,529,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,529,8,135.000,1.000,1.000,1.000,1.000
264,1,255,0,255,255,255,533.500,8.500,533.500,8.500,2.828,533,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,533,8,135.000,1.000,1.000,1.000,1.000
265,1,255,0,255,255,255,537.500,8.500,537.500,8.500,2.828,537,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,537,8,135.000,1.000,1.000,1.000,1.000
266,1,255,0,255,255,255,539.500,8.500,539.500,8.500,2.828,539,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,539,8,135.000,1.000,1.000,1.000,1.000
267,1,255,0,255,255,255,541.500,8.500,541.500,8.500,2.828,541,8,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,541,8,135.000,1.000,1.000,1.000,1.000
